Bad_Practices,Good_Practices
<tr style=link.html>Data</tr>,<tr style='link.html'>Data</tr>
<h1 href='header'>Text,<h1 href='header'>Text</h1>
<h1 alt='link.html'>Data,<h1 alt='link.html'>Data</h1>
<li alt=image.jpg>Link</li>,<li alt='image.jpg'>Link</li>
<h2 alt=width:100px>Title</h2>,<h2 alt='width:100px'>Title</h2>
<li style=link.html>Link</li>,<li style='link.html'>Link</li>
<li id=description>Hello</li>,<li id='description'>Hello</li>
<li id='link.html'>Data,<li id='link.html'>Data</li>
<span style='description'>Data,<span style='description'>Data</span>
<span id=image.jpg>Text</span>,<span id='image.jpg'>Text</span>
<p style=header>Title</p>,<p style='header'>Title</p>
<h2 alt=container>Link</h2>,<h2 alt='container'>Link</h2>
<td href=container>List Item</td>,<td href='container'>List Item</td>
<h3 id='container'>Title,<h3 id='container'>Title</h3>
<tr href='container'>Text,<tr href='container'>Text</tr>
<div style=container>Text</div>,<div style='container'>Text</div>
<ul alt='description'>Hello,<ul alt='description'>Hello</ul>
<tr class=container>List Item</tr>,<tr class='container'>List Item</tr>
<tr class=header>Title</tr>,<tr class='header'>Title</tr>
<span style=link.html>Text</span>,<span style='link.html'>Text</span>
<span href='image.jpg'>Text,<span href='image.jpg'>Text</span>
<ul class='image.jpg'>Data,<ul class='image.jpg'>Data</ul>
<div class='link.html'>Hello,<div class='link.html'>Hello</div>
<span id='link.html'>List Item,<span id='link.html'>List Item</span>
<ul style='description'>Hello,<ul style='description'>Hello</ul>
<h1 src='description'>Content,<h1 src='description'>Content</h1>
<p id='width:100px'>Link,<p id='width:100px'>Link</p>
<h1 src=description>Hello</h1>,<h1 src='description'>Hello</h1>
<ul class=width:100px>Link</ul>,<ul class='width:100px'>Link</ul>
<h1 src='width:100px'>Hello,<h1 src='width:100px'>Hello</h1>
<td src=container>Data</td>,<td src='container'>Data</td>
<a class=image.jpg>List Item</a>,<a class='image.jpg'>List Item</a>
<a src=description>Link</a>,<a src='description'>Link</a>
<span src=header>Text</span>,<span src='header'>Text</span>
<span id=description>Link</span>,<span id='description'>Link</span>
<a class=link.html>Data</a>,<a class='link.html'>Data</a>
<tr style='image.jpg'>Title,<tr style='image.jpg'>Title</tr>
<h3 src=container>List Item</h3>,<h3 src='container'>List Item</h3>
<td id=width:100px>Text</td>,<td id='width:100px'>Text</td>
<h1 alt='link.html'>Link,<h1 alt='link.html'>Link</h1>
<div style='header'>Hello,<div style='header'>Hello</div>
<h2 src=image.jpg>Text</h2>,<h2 src='image.jpg'>Text</h2>
<span alt='link.html'>Text,<span alt='link.html'>Text</span>
<li alt=header>List Item</li>,<li alt='header'>List Item</li>
<a id='image.jpg'>Text,<a id='image.jpg'>Text</a>
<tr alt=description>Hello</tr>,<tr alt='description'>Hello</tr>
<a id='image.jpg'>List Item,<a id='image.jpg'>List Item</a>
<div class=description>Link</div>,<div class='description'>Link</div>
<li alt='header'>Title,<li alt='header'>Title</li>
<h1 src=container>Title</h1>,<h1 src='container'>Title</h1>
<h1 href=header>Title</h1>,<h1 href='header'>Title</h1>
<h3 alt='container'>Data,<h3 alt='container'>Data</h3>
<span style=width:100px>Title</span>,<span style='width:100px'>Title</span>
<h3 alt='container'>Hello,<h3 alt='container'>Hello</h3>
<div src=header>Link</div>,<div src='header'>Link</div>
<li class=container>Hello</li>,<li class='container'>Hello</li>
<h2 href=header>Link</h2>,<h2 href='header'>Link</h2>
<td class='link.html'>List Item,<td class='link.html'>List Item</td>
<ul><h3>Title</ul></h3>,<h3><ul>Title</ul></h3>
<li src='container'>Text,<li src='container'>Text</li>
<li class=image.jpg>Data</li>,<li class='image.jpg'>Data</li>
<tr class=description>Hello</tr>,<tr class='description'>Hello</tr>
<h3 src=image.jpg>Title</h3>,<h3 src='image.jpg'>Title</h3>
<ul style=header>Data</ul>,<ul style='header'>Data</ul>
<tr class=image.jpg>Hello</tr>,<tr class='image.jpg'>Hello</tr>
<td class='link.html'>Hello,<td class='link.html'>Hello</td>
<h3 class='link.html'>Hello,<h3 class='link.html'>Hello</h3>
<li href=container>Title</li>,<li href='container'>Title</li>
<ul style='link.html'>Content,<ul style='link.html'>Content</ul>
<table alt='image.jpg'>Text,<table alt='image.jpg'>Text</table>
<div id=image.jpg>Data</div>,<div id='image.jpg'>Data</div>
<h1 id=header>List Item</h1>,<h1 id='header'>List Item</h1>
<h3 class=container>List Item</h3>,<h3 class='container'>List Item</h3>
<tr id='link.html'>Hello,<tr id='link.html'>Hello</tr>
<tr src=width:100px>Link</tr>,<tr src='width:100px'>Link</tr>
<a alt=header>Data</a>,<a alt='header'>Data</a>
<li><h3>Data</li></h3>,<h3><li>Data</li></h3>
<h1 class='container'>Link,<h1 class='container'>Link</h1>
<span id='link.html'>Title,<span id='link.html'>Title</span>
<ul src=width:100px>List Item</ul>,<ul src='width:100px'>List Item</ul>
<h1 id=image.jpg>Data</h1>,<h1 id='image.jpg'>Data</h1>
<td style='link.html'>Data,<td style='link.html'>Data</td>
<li class='description'>Title,<li class='description'>Title</li>
<tr id='width:100px'>Content,<tr id='width:100px'>Content</tr>
<li alt='image.jpg'>Text,<li alt='image.jpg'>Text</li>
<h2 id='image.jpg'>Data,<h2 id='image.jpg'>Data</h2>
<ul alt=description>Data</ul>,<ul alt='description'>Data</ul>
<ul src='width:100px'>Hello,<ul src='width:100px'>Hello</ul>
<ul href='header'>Text,<ul href='header'>Text</ul>
<ul id=description>Hello</ul>,<ul id='description'>Hello</ul>
<h3 src='container'>Link,<h3 src='container'>Link</h3>
<a alt='description'>Data,<a alt='description'>Data</a>
<span class='width:100px'>List Item,<span class='width:100px'>List Item</span>
<ul style='image.jpg'>Content,<ul style='image.jpg'>Content</ul>
<table href=link.html>Text</table>,<table href='link.html'>Text</table>
<h2 src='link.html'>Title,<h2 src='link.html'>Title</h2>
<h1 style=link.html>Text</h1>,<h1 style='link.html'>Text</h1>
<table style='header'>Data,<table style='header'>Data</table>
<tr style=width:100px>List Item</tr>,<tr style='width:100px'>List Item</tr>
<p href='width:100px'>Title,<p href='width:100px'>Title</p>
<h2 id=container>Data</h2>,<h2 id='container'>Data</h2>
<table src=image.jpg>Data</table>,<table src='image.jpg'>Data</table>
<h3 href=container>Hello</h3>,<h3 href='container'>Hello</h3>
<tr class='width:100px'>Title,<tr class='width:100px'>Title</tr>
<td src='width:100px'>Title,<td src='width:100px'>Title</td>
<li href=width:100px>List Item</li>,<li href='width:100px'>List Item</li>
<h1 src='container'>Link,<h1 src='container'>Link</h1>
<ul id='description'>List Item,<ul id='description'>List Item</ul>
<h3 class='image.jpg'>List Item,<h3 class='image.jpg'>List Item</h3>
<div alt=width:100px>Content</div>,<div alt='width:100px'>Content</div>
<h1 src=width:100px>Text</h1>,<h1 src='width:100px'>Text</h1>
<td src='image.jpg'>Content,<td src='image.jpg'>Content</td>
<h1 href=header>Content</h1>,<h1 href='header'>Content</h1>
<tr style=header>Hello</tr>,<tr style='header'>Hello</tr>
<h2 id=image.jpg>Hello</h2>,<h2 id='image.jpg'>Hello</h2>
<table class=image.jpg>Title</table>,<table class='image.jpg'>Title</table>
<span src='header'>Text,<span src='header'>Text</span>
<span style=description>List Item</span>,<span style='description'>List Item</span>
<h2 href='link.html'>Hello,<h2 href='link.html'>Hello</h2>
<table href='header'>Text,<table href='header'>Text</table>
<h1 href=image.jpg>Hello</h1>,<h1 href='image.jpg'>Hello</h1>
<td src='width:100px'>Content,<td src='width:100px'>Content</td>
<span style=description>Hello</span>,<span style='description'>Hello</span>
<td href='width:100px'>Title,<td href='width:100px'>Title</td>
<li href=description>Content</li>,<li href='description'>Content</li>
<tr alt='width:100px'>Text,<tr alt='width:100px'>Text</tr>
<table alt='header'>Hello,<table alt='header'>Hello</table>
<td id='description'>List Item,<td id='description'>List Item</td>
<td alt='image.jpg'>Title,<td alt='image.jpg'>Title</td>
<h3 alt='image.jpg'>List Item,<h3 alt='image.jpg'>List Item</h3>
<tr class='description'>List Item,<tr class='description'>List Item</tr>
<h3 alt='width:100px'>Text,<h3 alt='width:100px'>Text</h3>
<a src=image.jpg>Hello</a>,<a src='image.jpg'>Hello</a>
<tr alt='link.html'>Link,<tr alt='link.html'>Link</tr>
<li alt=link.html>Hello</li>,<li alt='link.html'>Hello</li>
<p alt=description>Text</p>,<p alt='description'>Text</p>
<div src=container>List Item</div>,<div src='container'>List Item</div>
<td style=header>Data</td>,<td style='header'>Data</td>
<div href='container'>Title,<div href='container'>Title</div>
<span src='link.html'>Data,<span src='link.html'>Data</span>
<li src=width:100px>Data</li>,<li src='width:100px'>Data</li>
<tr id=image.jpg>Hello</tr>,<tr id='image.jpg'>Hello</tr>
<li class=description>Link</li>,<li class='description'>Link</li>
<table class='header'>Title,<table class='header'>Title</table>
<p class=width:100px>List Item</p>,<p class='width:100px'>List Item</p>
<div src='width:100px'>Link,<div src='width:100px'>Link</div>
<table style=image.jpg>Link</table>,<table style='image.jpg'>Link</table>
<span alt='container'>Hello,<span alt='container'>Hello</span>
<tr href='description'>Content,<tr href='description'>Content</tr>
<tr id=header>Hello</tr>,<tr id='header'>Hello</tr>
<h2 href=width:100px>Content</h2>,<h2 href='width:100px'>Content</h2>
<li alt='container'>List Item,<li alt='container'>List Item</li>
<p style='link.html'>Text,<p style='link.html'>Text</p>
<div href=image.jpg>Link</div>,<div href='image.jpg'>Link</div>
<li style='header'>List Item,<li style='header'>List Item</li>
<p id=container>Data</p>,<p id='container'>Data</p>
<span alt='link.html'>Data,<span alt='link.html'>Data</span>
<p href=description>Data</p>,<p href='description'>Data</p>
<tr src='link.html'>Title,<tr src='link.html'>Title</tr>
<p style='image.jpg'>List Item,<p style='image.jpg'>List Item</p>
<h3 alt='image.jpg'>Title,<h3 alt='image.jpg'>Title</h3>
<h2 style=image.jpg>Text</h2>,<h2 style='image.jpg'>Text</h2>
<h2 id=image.jpg>List Item</h2>,<h2 id='image.jpg'>List Item</h2>
<p class='image.jpg'>Link,<p class='image.jpg'>Link</p>
<div alt='container'>Hello,<div alt='container'>Hello</div>
<h2 href='image.jpg'>Title,<h2 href='image.jpg'>Title</h2>
<h2 alt=link.html>Data</h2>,<h2 alt='link.html'>Data</h2>
<h1 class='container'>Title,<h1 class='container'>Title</h1>
<table href=image.jpg>Data</table>,<table href='image.jpg'>Data</table>
<tr alt='image.jpg'>List Item,<tr alt='image.jpg'>List Item</tr>
<table id='description'>Data,<table id='description'>Data</table>
<h2 src=description>Data</h2>,<h2 src='description'>Data</h2>
<a href=header>Link</a>,<a href='header'>Link</a>
<ul style='link.html'>Data,<ul style='link.html'>Data</ul>
<h1 class=container>Hello</h1>,<h1 class='container'>Hello</h1>
<h1 id='width:100px'>Data,<h1 id='width:100px'>Data</h1>
<div class=header>List Item</div>,<div class='header'>List Item</div>
<a alt=description>Text</a>,<a alt='description'>Text</a>
<tr style=width:100px>Text</tr>,<tr style='width:100px'>Text</tr>
<h2 style='header'>Data,<h2 style='header'>Data</h2>
<span src=image.jpg>Text</span>,<span src='image.jpg'>Text</span>
<div href='header'>Content,<div href='header'>Content</div>
<table class='description'>Link,<table class='description'>Link</table>
<h1 style=image.jpg>Title</h1>,<h1 style='image.jpg'>Title</h1>
<p alt='width:100px'>Hello,<p alt='width:100px'>Hello</p>
<a alt=width:100px>Text</a>,<a alt='width:100px'>Text</a>
<li src=link.html>Text</li>,<li src='link.html'>Text</li>
<ul id=image.jpg>Link</ul>,<ul id='image.jpg'>Link</ul>
<ul id='link.html'>Data,<ul id='link.html'>Data</ul>
<p src='header'>Content,<p src='header'>Content</p>
<h1 class='image.jpg'>Text,<h1 class='image.jpg'>Text</h1>
<ul class=link.html>Text</ul>,<ul class='link.html'>Text</ul>
<li style=width:100px>List Item</li>,<li style='width:100px'>List Item</li>
<td style='link.html'>Title,<td style='link.html'>Title</td>
<p src=header>Title</p>,<p src='header'>Title</p>
<tr alt=link.html>Text</tr>,<tr alt='link.html'>Text</tr>
<h3 id=description>Hello</h3>,<h3 id='description'>Hello</h3>
<td href='container'>Text,<td href='container'>Text</td>
<div id=description>Hello</div>,<div id='description'>Hello</div>
<li href='container'>Hello,<li href='container'>Hello</li>
<h3 style=header>Title</h3>,<h3 style='header'>Title</h3>
<span style='description'>Hello,<span style='description'>Hello</span>
<ul alt=link.html>Hello</ul>,<ul alt='link.html'>Hello</ul>
<a href=description>Content</a>,<a href='description'>Content</a>
<td style='container'>Text,<td style='container'>Text</td>
<h1 style='description'>Content,<h1 style='description'>Content</h1>
<p src='image.jpg'>Content,<p src='image.jpg'>Content</p>
<h1 src=image.jpg>Title</h1>,<h1 src='image.jpg'>Title</h1>
<table class=container>Text</table>,<table class='container'>Text</table>
<a style=link.html>Data</a>,<a style='link.html'>Data</a>
<ul src='container'>Hello,<ul src='container'>Hello</ul>
<div href=link.html>Link</div>,<div href='link.html'>Link</div>
<table href=header>Hello</table>,<table href='header'>Hello</table>
<tr alt='container'>Content,<tr alt='container'>Content</tr>
<ul alt='header'>Data,<ul alt='header'>Data</ul>
<ul alt=width:100px>Data</ul>,<ul alt='width:100px'>Data</ul>
<td src=image.jpg>Link</td>,<td src='image.jpg'>Link</td>
<div src='header'>Link,<div src='header'>Link</div>
<h1 alt='link.html'>Title,<h1 alt='link.html'>Title</h1>
<td id=link.html>Data</td>,<td id='link.html'>Data</td>
<span style='header'>Link,<span style='header'>Link</span>
<h3 href='link.html'>Hello,<h3 href='link.html'>Hello</h3>
<ul src=header>Content</ul>,<ul src='header'>Content</ul>
<li><table>Text</li></table>,<table><li>Text</li></table>
<div class='image.jpg'>Title,<div class='image.jpg'>Title</div>
<div href='link.html'>List Item,<div href='link.html'>List Item</div>
<tr class='header'>Hello,<tr class='header'>Hello</tr>
<h3 src=width:100px>Data</h3>,<h3 src='width:100px'>Data</h3>
<p style=description>Text</p>,<p style='description'>Text</p>
<tr id='description'>Hello,<tr id='description'>Hello</tr>
<li src='description'>Text,<li src='description'>Text</li>
<h1 style=container>List Item</h1>,<h1 style='container'>List Item</h1>
<td class=link.html>Hello</td>,<td class='link.html'>Hello</td>
<p id=header>Hello</p>,<p id='header'>Hello</p>
<h3 style=width:100px>Content</h3>,<h3 style='width:100px'>Content</h3>
<tr style='description'>Hello,<tr style='description'>Hello</tr>
<td style=container>Text</td>,<td style='container'>Text</td>
<h1 style='link.html'>Text,<h1 style='link.html'>Text</h1>
<p class='image.jpg'>Content,<p class='image.jpg'>Content</p>
<table style=image.jpg>Title</table>,<table style='image.jpg'>Title</table>
<ul src='image.jpg'>Title,<ul src='image.jpg'>Title</ul>
<tr alt='description'>Title,<tr alt='description'>Title</tr>
<tr href=container>Content</tr>,<tr href='container'>Content</tr>
<h1 src=description>Data</h1>,<h1 src='description'>Data</h1>
<h1 alt=description>Hello</h1>,<h1 alt='description'>Hello</h1>
<h3 alt='link.html'>List Item,<h3 alt='link.html'>List Item</h3>
<h3 src='link.html'>Link,<h3 src='link.html'>Link</h3>
<tr class=image.jpg>Data</tr>,<tr class='image.jpg'>Data</tr>
<h3 style='description'>List Item,<h3 style='description'>List Item</h3>
<td href='link.html'>Data,<td href='link.html'>Data</td>
<p style=description>Hello</p>,<p style='description'>Hello</p>
<span style='container'>Content,<span style='container'>Content</span>
<li style='width:100px'>Text,<li style='width:100px'>Text</li>
<p href='description'>Link,<p href='description'>Link</p>
<p style=header>Content</p>,<p style='header'>Content</p>
<td id='header'>Title,<td id='header'>Title</td>
<a href=container>Link</a>,<a href='container'>Link</a>
<tr src=header>List Item</tr>,<tr src='header'>List Item</tr>
<p id=header>Title</p>,<p id='header'>Title</p>
<h1 id='header'>Title,<h1 id='header'>Title</h1>
<h3 href=width:100px>Text</h3>,<h3 href='width:100px'>Text</h3>
<h2 src=link.html>Text</h2>,<h2 src='link.html'>Text</h2>
<tr id=header>Content</tr>,<tr id='header'>Content</tr>
<h1 class='description'>Text,<h1 class='description'>Text</h1>
<span alt=header>Content</span>,<span alt='header'>Content</span>
